,NPD_FIELD_CODE,NPD_FACILITY_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE
2957,0.0,0.0,0.96,0.0,0.0,0.15460065659314212,0.523972725,0.3566134581468073,0.9371463379167041,0.13447661535814867
2958,0.0,0.0,0.96,0.0,0.0,0.15566950282443384,0.5215060645833334,0.3590789389485559,0.9515669943483933,0.13696588863191259
2959,0.0,0.0,0.96,0.0,0.0,0.15810259297839613,0.5121406791666666,0.36469128700003195,0.9442650044050853,0.14320293491425992
2960,0.0,0.0,0.96,0.0,0.0,0.15808969497789682,0.5084546229166667,0.3646615355056813,0.9585392587310173,0.1423267861175436
2961,0.0,0.0,0.96,0.0,0.0,0.15749865293543258,0.50814350625,0.3632981936459633,0.9624884885072708,0.1405048516126357
2962,0.0,0.0,0.96,0.0,0.0,0.15804065837046016,0.50531954375,0.36454842399283827,0.9657945600553782,0.1420864784329371
2963,0.0,0.0,0.96,0.0,0.0,0.157250682972444,0.5057686520833333,0.3627262075498718,0.9600715637875469,0.14005343779047968
2964,0.0,0.0,0.96,0.0,0.0,0.16051425662584276,0.49768199375000005,0.37025421106617096,0.9442969841930395,0.14896006573802323
2965,0.0,0.0,0.96,0.0,0.0,0.16134434152319332,0.4943355104166667,0.37216894708555703,0.9635679522805063,0.1508085364228926
2966,0.0,0.0,0.96,0.0,0.0,0.15830618853128292,0.5007241083333334,0.36516091575697407,0.9633635124517305,0.1427143251222034
2967,0.0,0.0,0.96,0.0,0.0,0.1602303835337168,0.4990546875,0.36959940812232395,0.9618481419338827,0.14773782204516128
2968,0.0,0.0,0.96,0.0,0.0,0.1605381161837046,0.4984646875,0.3703092473100425,0.9527835675078964,0.14866563666677168
2969,0.0,0.0,0.96,0.0,0.0,0.16114189507565985,0.4987360416666667,0.371701968941121,0.9350670145100968,0.15029388223460188
2970,0.0,0.0,0.96,0.0,0.0,0.1610314336236809,0.49820221458333336,0.37144717027952284,0.9338327871887052,0.14980745777501278
2971,0.0,0.0,0.96,0.0,0.0,0.16023535027356942,0.49791534374999996,0.3696108647766073,0.9454891815088748,0.14757493588952914
2972,0.0,0.0,0.96,0.0,0.0,0.1582107921585126,0.499,0.3649408673358486,0.9495613889705355,0.14206459700327465
2973,0.0,0.0,0.96,0.0,0.0,0.1567482914641624,0.49136896458333335,0.3615673536545524,0.9528991171611256,0.13826270217950762
2974,0.0,0.0,0.96,0.0,0.0,0.1450054381164184,0.5775393958333334,0.33448040827455744,0.9639798485628933,0.10724303739648339
2975,0.0,0.0,0.96,0.0,0.0,0.14150787783122928,0.5957716958333333,0.3264126736616273,0.9606679897386883,0.09780625737732374
2976,0.0,0.0,0.96,0.0,0.0,0.14094347004090968,0.5957873687499999,0.325110768363511,0.9684617090127816,0.09640643269108377
2977,0.0,0.0,0.96,0.0,0.0,0.1415150822399507,0.6079844041666667,0.3264292918905835,0.9573440492462176,0.09800681700196448
2978,0.0,0.0,0.96,0.0,0.0,0.14159492171155094,0.6078648375000001,0.32661345559784966,0.949803128802731,0.0983944986742585
2979,0.0,0.0,0.4333336,0.0,0.0,0.14652197715024004,0.58,0.33797857083856914,0.934369844946007,0.11088043688904488
2980,0.0,0.0,0.96,0.0,0.0,0.1352868134863119,0.6236426333333334,0.31206270052255336,0.9643366279458658,0.08282972833370085
2981,0.0,0.0,0.96,0.0,0.0,0.13316762313276234,0.6670809729166666,0.3071744172700474,0.9658140433524145,0.07680406009662943
2982,0.0,0.0,0.96,0.0,0.0,0.13482841056336886,0.6698700520833333,0.31100531399407605,0.9498771140889495,0.0809809001405246
2983,0.0,0.0,0.96,0.0,0.0,0.1349548470134674,0.6775996791666666,0.3112969617832838,0.9534512597631396,0.0811674808725335
2984,0.0,0.0,0.96,0.0,0.0,0.1341978941090872,0.6791572020833334,0.30955091749838987,0.9707203831332769,0.0791470364072815
2985,0.0,0.0,0.96,0.0,0.0,0.1348439099455946,0.6574615708333333,0.31104106603042864,0.9680590241539355,0.08104911858931382
